Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Chen, Y.-L., Wu, J., Lee, C.C.","55844110100; 57191421837; 24503723900","Solid-state bonding of silicon chips to copper substrates with graded circular micro-trenches",2018,"Journal of Materials Science: Materials in Electronics",29,"12",,10037,10043,,4,10.1007/s10854-018-9047-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045048895&partnerID=40&md5=fcceb7ff09259a93450b71bdaa68e5d4",Article,Final,,Scopus,2-s2.0-85045048895
"Elsalamony, H.A.","36518410400","Detection of anaemia disease in human red blood cells using cell signature, neural networks and SVM",2018,"Multimedia Tools and Applications",77,"12",,15047,15074,,3,10.1007/s11042-017-5088-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027725560&partnerID=40&md5=06d56583158a3d902611996170f5b5b2",Article,Final,,Scopus,2-s2.0-85027725560
"Raheja, D.K., Kanaujia, B.K., Kumar, S.","57192106958; 56962785800; 56907994000","A Dual Polarized Triple Band Stacked Elliptical Microstrip Patch Antenna for WLAN Applications",2018,"Wireless Personal Communications",100,"4",,1585,1599,,4,10.1007/s11277-018-5655-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045043027&partnerID=40&md5=8e471cbb0ca8ad8de603a53231e9ab74",Article,Final,,Scopus,2-s2.0-85045043027
"Schmidt, N., Lueder, A.","55969759700; 6506175313","The Flow and Reuse of Data: Capabilities of AutomationML in the Production System Life Cycle",2018,"IEEE Industrial Electronics Magazine",12,"2",,59,63,,6,10.1109/MIE.2018.2818748,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049184054&partnerID=40&md5=0ba6b5a0748cb07e93ad370f408f8bfb",Review,Final,,Scopus,2-s2.0-85049184054
"Sun, M., Su, M., Sun, H.","57211758345; 57201689109; 7404827760","Spectroscopic investigation on the interaction characteristics and inhibitory activities between baicalin and acetylcholinesterase",2018,"Medicinal Chemistry Research",27,"6",,1589,1598,,5,10.1007/s00044-018-2174-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045743753&partnerID=40&md5=81bbdee03bfe04bd707a1608972ae855",Article,Final,,Scopus,2-s2.0-85045743753
"Gumaida, B.F., Luo, J.","57193566383; 8839758700","ELPMA: Efficient Localization Algorithm Based Path Planning for Mobile Anchor in Wireless Sensor Network",2018,"Wireless Personal Communications",100,"3",,721,744,,6,10.1007/s11277-018-5343-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040943872&partnerID=40&md5=af8c3fe66a93c154367a8bdeb152e7f3",Article,Final,,Scopus,2-s2.0-85040943872
"Tu, C., Du, T., Shao, C., Liu, Z., Li, L., Shen, Y.","57200438298; 57189359937; 55857136000; 57201732301; 56739042900; 7404768168","Evaluating the potential of housekeeping genes, rRNAs, snRNAs, microRNAs and circRNAs as reference genes for the estimation of PMI",2018,"Forensic Science, Medicine, and Pathology",14,"2",,194,201,,11,10.1007/s12024-018-9973-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045915626&partnerID=40&md5=4a7cda3c93ddaf21897ab63224edf03e",Article,Final,,Scopus,2-s2.0-85045915626
"Elrefaei, L.A., Hamid, D.H., Bayazed, A.A., Bushnak, S.S., Maasher, S.Y.","56031510000; 57195410810; 57195402722; 57195411072; 57195404825","Developing Iris Recognition System for Smartphone Security",2018,"Multimedia Tools and Applications",77,"12",,14579,14603,,3,10.1007/s11042-017-5049-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027886929&partnerID=40&md5=51d181356a3b64f1f883cb4626eefd42",Article,Final,,Scopus,2-s2.0-85027886929
"Aich, P., Biswas, S.","24480772300; 13808101800","Highly Conserved Arg Residue of ERFNIN Motif of Pro-Domain is Important for pH-Induced Zymogen Activation Process in Cysteine Cathepsins K and L",2018,"Cell Biochemistry and Biophysics",76,"1-2",,219,229,,4,10.1007/s12013-017-0838-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040325509&partnerID=40&md5=8529a05491b292dcff4b00cfc562be4d",Article,Final,,Scopus,2-s2.0-85040325509
"Stankevich, V.Z., Butrak, I.O., Zhbadyns’kyi, I.Y.","7801674789; 6507874941; 24333783200","Diffraction of Rayleigh Waves on a Compliant Inclusion in the Elastic Half Space",2018,"Journal of Mathematical Sciences (United States)",231,"5",,641,649,,1,10.1007/s10958-018-3841-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046786625&partnerID=40&md5=5a75000adf104b75ab625bf4f208d958",Article,Final,,Scopus,2-s2.0-85046786625
"Khordad, R., Rastegar Sedehi, H.R., Bahramiyan, H.","15136208000; 25628788900; 55875376900","Effects of impurity and cross-sectional shape on entropy of quantum wires",2018,"Journal of Computational Electronics",17,"2",,551,561,,,10.1007/s10825-018-1133-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045077215&partnerID=40&md5=eb99391d287229f8de88028a41d27615",Article,Final,,Scopus,2-s2.0-85045077215
"Islam, M.S., Sultana, J., Dorraki, M., Atai, J., Islam, M.R., Dinovitser, A., Ng, B.W.-H., Abbott, D.","57215183442; 57190435399; 55539286600; 7003646873; 55468824100; 34868150900; 55531018200; 56053895400","Low loss and low dispersion hybrid core photonic crystal fiber for terahertz propagation",2018,"Photonic Network Communications",35,"3",,364,373,,19,10.1007/s11107-017-0751-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040576043&partnerID=40&md5=ccc74296c1083d608673ef7f2babfff4",Article,Final,,Scopus,2-s2.0-85040576043
"Shahin, I., Nassif, A.B., Bahutair, M.","6602840623; 36606459700; 57201361053","Emirati-accented speaker identification in each of neutral and shouted talking environments",2018,"International Journal of Speech Technology",21,"2",,265,278,,10,10.1007/s10772-018-9502-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044471209&partnerID=40&md5=c09f26bb4dd49c1d1e26e1e7057646ec",Article,Final,,Scopus,2-s2.0-85044471209
"Hosny, K.M., Darwish, M.M.","57205214086; 6508018636","New Set of Quaternion Moments for Color Images Representation and Recognition",2018,"Journal of Mathematical Imaging and Vision",60,"5",,717,736,,14,10.1007/s10851-018-0786-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040910565&partnerID=40&md5=d3a7a6a0d0ed1c83b2984c71b3e11dad",Article,Final,,Scopus,2-s2.0-85040910565
"Wang, X., Li, F., Zhang, Q., Jiang, H., Chen, S., Liu, S.","57193451152; 56784601700; 57190023856; 57202512910; 36494251300; 36495186600","The complete mitochondrial genome of Chinese Shrew, Sorex sinalis (Soricidae)",2018,"Conservation Genetics Resources",10,"2",,229,231,,1,10.1007/s12686-017-0780-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048606230&partnerID=40&md5=943b12b3290e1021eaf21489d204c90f",Article,Final,,Scopus,2-s2.0-85048606230
"Nitkiewicz, T., Ociepa-Kubicka, A.","35254587300; 55957170800","Eco-investments - Life cycle assessment of different scenarios of biomass combustion",2018,"Ecological Chemistry and Engineering S",25,"2",,307,322,,1,10.1515/eces-2018-0021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050690847&partnerID=40&md5=c7b3a7812b807d63be31e004aad7e82f",Article,Final,Open Access,Scopus,2-s2.0-85050690847
"Yu, L., Wang, Q., Hu, F., Huang, Y., Liu, C., Zhang, L., Xu, X.","56941136200; 57015855700; 8392754800; 56908017700; 57194148715; 56362829800; 8848745500","Coupling Between Metamolecular Modes and Lattice Diffraction Modes of Metamaterials in Terahertz Region",2018,"Plasmonics",13,"3",,961,969,,3,10.1007/s11468-017-0594-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019564768&partnerID=40&md5=241e8fb858a681277d8e48e58c04d439",Article,Final,,Scopus,2-s2.0-85019564768
"Palm, H.W., Knaus, U., Appelbaum, S., Goddek, S., Strauch, S.M., Vermeulen, T., Haїssam Jijakli, M., Kotzen, B.","7006390398; 56051459800; 7004864392; 56641750800; 15137632600; 51666087700; 57201476260; 6507389237","Towards commercial aquaponics: a review of systems, designs, scales and nomenclature",2018,"Aquaculture International",26,"3",,813,842,,40,10.1007/s10499-018-0249-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044153169&partnerID=40&md5=a9a7e7e7f15b8eecc91302af27e7008c",Review,Final,,Scopus,2-s2.0-85044153169
"Wang, Y., Cao, J., Lei, B., Li, W.","57188635640; 57193679532; 57202514961; 7501786536","The mitochondrial genome of a stonefly species, Cerconychia sapa (Plecoptera: Styloperlidae)",2018,"Conservation Genetics Resources",10,"2",,145,148,,4,10.1007/s12686-017-0781-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048627161&partnerID=40&md5=b84fd3dc03867ead39b8ceb622be511c",Article,Final,,Scopus,2-s2.0-85048627161
"Zhang, X., Li, H., Zhou, T., Yang, Y., Zhao, G.","56358417200; 57194602792; 57022164700; 57022250900; 8640608500","Characterization of the complete chloroplast genome sequence of Gynostemma compressum (Cucurbitaceae), an endemic plant in China",2018,"Conservation Genetics Resources",10,"2",,141,144,,1,10.1007/s12686-017-0779-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048604569&partnerID=40&md5=de103b7a892b4e772ee9c1b38a12e4c2",Note,Final,,Scopus,2-s2.0-85048604569
"Giglio, V., Viale, M., Bertone, V., Maric, I., Vaccarone, R., Vecchio, G.","55827822500; 7003727200; 6701443589; 57191280772; 6701864263; 57193784125","Cyclodextrin polymers as nanocarriers for sorafenib",2018,"Investigational New Drugs",36,"3",,370,379,,18,10.1007/s10637-017-0538-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85033402813&partnerID=40&md5=77f020f320f5ee60f783f48fc7491b7a",Article,Final,,Scopus,2-s2.0-85033402813
"Frazer, L., Winkelman, K.A., D'Amico, J.","57208131468; 57208127100; 57208127536","Do gatekeepers of taxation need more ethics and enforcement to move the needle of compliance north?",2018,"Business and Professional Ethics Journal",37,"2-3",,161,180,,,10.5840/bpej2018372/370,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063918475&partnerID=40&md5=9243083cab6cfe39182f5d8a6caf879f",Article,Final,,Scopus,2-s2.0-85063918475
"Zhan, M., He, W., Wang, L.","24768014000; 57201641949; 57202139610","W-Band Circularly Polarized TE<inf>11</inf> Mode Transducer",2018,"Journal of Infrared, Millimeter, and Terahertz Waves",39,"6",,573,585,,1,10.1007/s10762-018-0484-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045419152&partnerID=40&md5=efb639fbc2d050dadc6e54eb9760f463",Article,Final,,Scopus,2-s2.0-85045419152
"Wen, G., Zhao, X., Liu, Y., Ma, J.","57201498067; 8216616800; 55899847200; 57213493239","Influence of Fe–B addition on electromagnetic wave absorption properties of RGO composite",2018,"Journal of Materials Science: Materials in Electronics",29,"12",,10044,10053,,2,10.1007/s10854-018-9048-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045124332&partnerID=40&md5=57bde4aa94d7e9a72d760fd997faa31a",Article,Final,,Scopus,2-s2.0-85045124332
"Janani, K., Rajesh, A., Shankar, T.","57212533687; 26423870100; 36810331000","Design of an optical half-adder using cohesive twin-structured PCRR",2018,"Journal of Computational Electronics",17,"2",,837,844,,2,10.1007/s10825-018-1161-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044462271&partnerID=40&md5=536d4d59b3c2e0331d4c80bfdf0bf91e",Article,Final,,Scopus,2-s2.0-85044462271
"Orlandi, P., Modesti, D., Pirozzoli, S.","7103255471; 57119849800; 6602918813","DNS of Turbulent Flows in Ducts with Complex Shape",2018,"Flow, Turbulence and Combustion",100,"4",,1063,1079,,1,10.1007/s10494-018-9911-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046804447&partnerID=40&md5=c6fa603dba7250ef43c7b0a1f3c371f5",Article,Final,,Scopus,2-s2.0-85046804447
"Quiroga, G.D.","57212690714","MALBEC: A new CUDA-C ray-tracer in general relativity",2018,"General Relativity and Gravitation",50,"6", 75,1,23,,1,10.1007/s10714-018-2387-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092374355&partnerID=40&md5=a0d1047f451dec4624745e2283dcaec0",Article,Final,,Scopus,2-s2.0-85092374355
"Li, H., Liu, Y., Tam, K.V., Zhao, M., Zhang, X.","57201868322; 55976976600; 56797594000; 57195479750; 54384438500","Piecewise mass flows within a solar prominence observed by the New Vacuum Solar Telescope",2018,"Astrophysics and Space Science",363,"6", 118,,,,3,10.1007/s10509-018-3342-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047182613&partnerID=40&md5=bec29ccba10dd240a47c61931c04a591",Article,Final,,Scopus,2-s2.0-85047182613
"Chopra, N., Kaur, J.","57193901431; 56668896800","Point mutation Arg153-His at surface of Bacillus lipase contributing towards increased thermostability and ester synthesis: insight into molecular network",2018,"Molecular and Cellular Biochemistry",443,"1-2",,159,168,,7,10.1007/s11010-017-3220-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032701727&partnerID=40&md5=f4201d912a01651557a1086c9b443853",Article,Final,,Scopus,2-s2.0-85032701727
"Ji, J., Huang, Q., Chen, X., Sun, L., Wang, K., Xu, M., Jiang, C.","7201362440; 57197774238; 57200040968; 55974266500; 57200920997; 55703575100; 56387970400","Ultralow-bending-loss surface-plasmon-polariton waveguides",2018,"Optical and Quantum Electronics",50,"6", 262,,,,,10.1007/s11082-018-1532-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048524038&partnerID=40&md5=d09cf321819695ddd00a28a9b4734fe3",Article,Final,,Scopus,2-s2.0-85048524038
"Bruni, R., Sillari, G.","26631527200; 9842154400","A Rational Way of Playing: Revision Theory for Strategic Interaction",2018,"Journal of Philosophical Logic",47,"3",,419,448,,3,10.1007/s10992-017-9433-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014073410&partnerID=40&md5=734c29c5c63c62288b780f0109bb59ae",Article,Final,,Scopus,2-s2.0-85014073410
"Baxendale, M., Mindt, G.","57192103244; 57195227440","Intervening on the Causal Exclusion Problem for Integrated Information Theory",2018,"Minds and Machines",28,"2",,331,351,,6,10.1007/s11023-018-9456-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042764412&partnerID=40&md5=b8d0aeb4c3df2884a50cd0ff79e46615",Article,Final,,Scopus,2-s2.0-85042764412
"Serrano, M., Gonzalez, V., Ray, S., Chavez, M.D., Narayan, M.","57195236661; 57197553681; 22981339700; 57197437311; 7007143436","Identification of Structure-Stabilizing Interactions in Enzymes: A Novel Mechanism to Impact Enzyme Activity",2018,"Cell Biochemistry and Biophysics",76,"1-2",,59,71,,,10.1007/s12013-017-0816-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026463524&partnerID=40&md5=937f6f14d6158d92a08677e51bd26361",Article,Final,,Scopus,2-s2.0-85026463524
"Golato, A., Ahmad, F., Santhanam, S., Amin, M.G.","56515224800; 7101861831; 7005886360; 55499356300","Multi-Helical Path Exploitation in Sparsity-Based Guided-Wave Imaging of Defects in Pipes",2018,"Journal of Nondestructive Evaluation",37,"2", 27,,,,3,10.1007/s10921-018-0481-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044781716&partnerID=40&md5=a4ef53ba22be6b43276ff9ea674496af",Article,Final,,Scopus,2-s2.0-85044781716
"Chiorean, S., Vederas, J.C., van Belkum, M.J.","56126286400; 7006171858; 6602276854","Identification and Heterologous Expression of the sec-Dependent Bacteriocin Faerocin MK from Enterococcus faecium M3K31",2018,"Probiotics and Antimicrobial Proteins",10,"2",,142,147,,2,10.1007/s12602-017-9374-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040043400&partnerID=40&md5=09deb10f8521d7af30d9e5aca661f732",Article,Final,,Scopus,2-s2.0-85040043400
"Zhu, B., Ren, G., Gao, Y., Jian, S.","55800950000; 7103325370; 56376999200; 57203106498","Magnetically Controlled Nanofocusing of a Graphene Plasmonic Lens",2018,"Plasmonics",13,"3",,737,742,,1,10.1007/s11468-017-0566-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016109862&partnerID=40&md5=dfbdf07eabe6f20baceaa4216f1247ae",Article,Final,,Scopus,2-s2.0-85016109862
"Pei, Y., Wang, Q., Zhang, J., Guo, Y., Feng, J.","56844457500; 55547067000; 55720277400; 56137504200; 7403883890","Characterization and Evaluation of Key Sites in the Peptide Inhibitor of TAB1/p38α Interaction",2018,"International Journal of Peptide Research and Therapeutics",24,"2",,225,233,,1,10.1007/s10989-017-9607-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021068637&partnerID=40&md5=0ea3919aa2484708bb81974b6fd745be",Article,Final,,Scopus,2-s2.0-85021068637
"Wu, M.L., Panduranga, M.K., Carman, G.P.","57200991336; 15058221700; 7101801087","Proliferation of human aortic endothelial cells on Nitinol thin films with varying hole sizes",2018,"Biomedical Microdevices",20,"2", 25,,,,,10.1007/s10544-018-0267-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042781452&partnerID=40&md5=32d0f3071fffd5f6efb743d7e8775413",Article,Final,,Scopus,2-s2.0-85042781452
"Basti, A.","26022751500","Sustainable management of debris from the L’Aquila earthquake: Environmental strategies and impact assessment",2018,"Detritus",2,"June",,112,119,,,10.31025/2611-4135/2018.13661,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85087838151&partnerID=40&md5=8cb39a049b3f201a75809214e9e026e6",Article,Final,Open Access,Scopus,2-s2.0-85087838151
"Boiziau, C., Nikolski, M., Mordelet, E., Aussudre, J., Vargas-Sanchez, K., Petry, K.G.","7003654925; 6506606989; 6602076789; 37560964200; 57200112530; 7004446824","A Peptide Targeting Inflammatory CNS Lesions in the EAE Rat Model of Multiple Sclerosis",2018,"Inflammation",41,"3",,932,947,,2,10.1007/s10753-018-0748-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042922615&partnerID=40&md5=1cf11d80c4be8b9431624ca7e9c1930f",Article,Final,,Scopus,2-s2.0-85042922615
"Navarro-Noguera, A., Lora-Clavijo, F.D., González, G.A.","57202389309; 36343742400; 7202571265","General relativistic razor-thin disks with magnetically polarized matter",2018,"General Relativity and Gravitation",50,"6", 76,,,,2,10.1007/s10714-018-2395-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048149722&partnerID=40&md5=b40ccb931cd6d904b281d2a95220af0c",Article,Final,,Scopus,2-s2.0-85048149722
"Ferrer-Blasco, T., Domínguez-Vicent, A., García-Lázaro, S., Diez, M.A., Alfonso, J.F., Esteve-Taboada, J.J.","6506827624; 55450489100; 34971022700; 7102085489; 7006132120; 6701831563","In vitro optical quality of monofocal aspheric toric intraocular lenses: effect of cylindrical power",2018,"International Ophthalmology",38,"3",,933,941,,,10.1007/s10792-017-0537-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018667274&partnerID=40&md5=6d4b0177faad5a4ae836ca4daa1bb592",Article,Final,,Scopus,2-s2.0-85018667274
